Test Date,County,New Positives,Cumulative Number of Positives,Total Number of Tests Performed,Cumulative Number of Tests Performed
4/23/2020,Cattaraugus,2,39,32,586
4/24/2020,Cattaraugus,6,45,102,688
4/25/2020,Cattaraugus,0,45,24,712
4/26/2020,Cattaraugus,0,45,21,733
4/27/2020,Cattaraugus,0,45,15,748
4/28/2020,Cattaraugus,2,47,76,824
4/29/2020,Cattaraugus,0,47,85,909
4/30/2020,Cattaraugus,2,49,78,987
5/1/2020,Cattaraugus,1,50,80,1067
5/2/2020,Cattaraugus,3,53,54,1121
5/3/2020,Cattaraugus,0,53,7,1128
5/4/2020,Cattaraugus,0,53,14,1142
5/5/2020,Cattaraugus,1,54,47,1189
5/6/2020,Cattaraugus,5,59,65,1254
5/7/2020,Cattaraugus,0,59,36,1290
5/8/2020,Cattaraugus,1,60,54,1344
5/9/2020,Cattaraugus,0,60,21,1365
5/10/2020,Cattaraugus,1,61,103,1468
5/11/2020,Cattaraugus,0,61,29,1497
5/12/2020,Cattaraugus,0,61,77,1574
5/13/2020,Cattaraugus,3,64,134,1708
5/14/2020,Cattaraugus,0,64,173,1881
5/15/2020,Cattaraugus,1,65,186,2067
5/16/2020,Cattaraugus,0,65,142,2209
5/17/2020,Cattaraugus,2,67,207,2416
5/18/2020,Cattaraugus,2,69,24,2440
5/19/2020,Cattaraugus,1,70,152,2592
5/20/2020,Cattaraugus,1,71,186,2778
5/21/2020,Cattaraugus,3,74,125,2903
5/22/2020,Cattaraugus,4,78,176,3079
5/23/2020,Cattaraugus,0,78,172,3251
5/24/2020,Cattaraugus,3,81,311,3562
5/25/2020,Cattaraugus,0,81,136,3698
5/26/2020,Cattaraugus,1,82,162,3860
5/27/2020,Cattaraugus,3,85,286,4146
5/28/2020,Cattaraugus,1,86,147,4293
5/29/2020,Cattaraugus,1,87,189,4482
5/30/2020,Cattaraugus,1,88,183,4665
5/31/2020,Cattaraugus,1,89,215,4880
6/1/2020,Cattaraugus,0,89,333,5213
6/2/2020,Cattaraugus,1,90,375,5588
6/3/2020,Cattaraugus,1,91,290,5878
6/4/2020,Cattaraugus,1,92,304,6182
6/5/2020,Cattaraugus,0,92,416,6598
6/6/2020,Cattaraugus,2,94,193,6791
6/7/2020,Cattaraugus,1,95,245,7036
6/8/2020,Cattaraugus,0,95,183,7219
6/9/2020,Cattaraugus,1,96,205,7424
6/10/2020,Cattaraugus,2,98,258,7682
6/11/2020,Cattaraugus,3,101,282,7964
6/12/2020,Cattaraugus,0,101,341,8305
6/13/2020,Cattaraugus,3,104,272,8577
6/14/2020,Cattaraugus,2,106,155,8732
6/15/2020,Cattaraugus,1,107,393,9125
6/16/2020,Cattaraugus,2,109,202,9327
6/17/2020,Cattaraugus,0,109,219,9546
6/18/2020,Cattaraugus,0,109,335,9881
6/19/2020,Cattaraugus,4,113,325,10206
6/20/2020,Cattaraugus,2,115,377,10583
6/21/2020,Cattaraugus,0,115,252,10835
6/22/2020,Cattaraugus,3,118,220,11055
6/23/2020,Cattaraugus,2,120,210,11265
6/24/2020,Cattaraugus,1,121,316,11581
6/25/2020,Cattaraugus,2,123,149,11730
6/26/2020,Cattaraugus,0,123,389,12119
6/27/2020,Cattaraugus,0,123,107,12226
6/28/2020,Cattaraugus,0,123,191,12417
6/29/2020,Cattaraugus,0,123,120,12537
6/30/2020,Cattaraugus,0,123,163,12700
7/1/2020,Cattaraugus,1,124,173,12873
7/2/2020,Cattaraugus,0,124,313,13186
7/3/2020,Cattaraugus,3,127,460,13646
7/4/2020,Cattaraugus,0,127,202,13848
7/5/2020,Cattaraugus,1,128,249,14097
7/6/2020,Cattaraugus,0,128,129,14226
7/7/2020,Cattaraugus,2,130,119,14345
7/8/2020,Cattaraugus,1,131,210,14555
7/9/2020,Cattaraugus,3,134,421,14976
7/10/2020,Cattaraugus,4,138,345,15321
7/11/2020,Cattaraugus,0,138,122,15443
7/12/2020,Cattaraugus,0,138,105,15548
7/13/2020,Cattaraugus,1,139,288,15836
7/14/2020,Cattaraugus,2,141,178,16014
3/2/2020,Cayuga,0,0,0,0
3/3/2020,Cayuga,0,0,0,0
3/4/2020,Cayuga,0,0,0,0
3/5/2020,Cayuga,0,0,0,0
3/6/2020,Cayuga,0,0,0,0
3/7/2020,Cayuga,0,0,0,0
3/8/2020,Cayuga,0,0,0,0
3/9/2020,Cayuga,0,0,0,0
3/10/2020,Cayuga,0,0,0,0
3/11/2020,Cayuga,0,0,0,0
3/12/2020,Cayuga,0,0,0,0
3/13/2020,Cayuga,0,0,0,0
3/14/2020,Cayuga,0,0,3,3
3/15/2020,Cayuga,0,0,1,4
3/16/2020,Cayuga,0,0,2,6
3/17/2020,Cayuga,0,0,2,8
3/18/2020,Cayuga,0,0,2,10
3/19/2020,Cayuga,0,0,3,13
3/20/2020,Cayuga,0,0,8,21
3/21/2020,Cayuga,0,0,25,46
3/22/2020,Cayuga,2,2,33,79
3/23/2020,Cayuga,0,2,10,89
3/24/2020,Cayuga,0,2,5,94
3/25/2020,Cayuga,0,2,13,107
3/26/2020,Cayuga,0,2,25,132
3/27/2020,Cayuga,0,2,26,158
3/28/2020,Cayuga,0,2,32,190
3/29/2020,Cayuga,1,3,37,227
3/30/2020,Cayuga,0,3,10,237
3/31/2020,Cayuga,0,3,9,246
4/1/2020,Cayuga,1,4,25,271
4/2/2020,Cayuga,2,6,36,307
4/3/2020,Cayuga,1,7,15,322
4/4/2020,Cayuga,1,8,32,354
4/5/2020,Cayuga,3,11,31,385
4/6/2020,Cayuga,3,14,33,418
4/7/2020,Cayuga,0,14,11,429
4/8/2020,Cayuga,2,16,37,466
4/9/2020,Cayuga,11,27,31,497
4/10/2020,Cayuga,1,28,5,502
4/11/2020,Cayuga,1,29,8,510
4/12/2020,Cayuga,1,30,5,515
4/13/2020,Cayuga,3,33,52,567
4/14/2020,Cayuga,3,36,10,577
4/15/2020,Cayuga,0,36,10,587
4/16/2020,Cayuga,0,36,1,588
4/17/2020,Cayuga,0,36,9,597
4/18/2020,Cayuga,0,36,9,606
4/19/2020,Cayuga,0,36,12,618
4/20/2020,Cayuga,0,36,1,619
4/21/2020,Cayuga,0,36,3,622
4/22/2020,Cayuga,1,37,12,634
4/23/2020,Cayuga,2,39,14,648
4/24/2020,Cayuga,8,47,191,839
4/25/2020,Cayuga,0,47,19,858
4/26/2020,Cayuga,1,48,20,878
4/27/2020,Cayuga,0,48,20,898
4/28/2020,Cayuga,0,48,34,932
4/29/2020,Cayuga,0,48,25,957
4/30/2020,Cayuga,3,51,28,985
5/1/2020,Cayuga,0,51,17,1002
5/2/2020,Cayuga,0,51,14,1016
5/3/2020,Cayuga,0,51,10,1026
5/4/2020,Cayuga,0,51,22,1048
5/5/2020,Cayuga,0,51,19,1067
5/6/2020,Cayuga,1,52,25,1092
5/7/2020,Cayuga,0,52,20,1112
5/8/2020,Cayuga,1,53,61,1173
5/9/2020,Cayuga,5,58,23,1196
5/10/2020,Cayuga,2,60,48,1244
5/11/2020,Cayuga,0,60,23,1267
5/12/2020,Cayuga,0,60,45,1312
5/13/2020,Cayuga,0,60,104,1416
5/14/2020,Cayuga,1,61,261,1677
5/15/2020,Cayuga,2,63,111,1788
5/16/2020,Cayuga,0,63,79,1867
5/17/2020,Cayuga,2,65,189,2056
5/18/2020,Cayuga,3,68,68,2124
5/19/2020,Cayuga,0,68,106,2230
5/20/2020,Cayuga,4,72,105,2335
5/21/2020,Cayuga,1,73,245,2580
5/22/2020,Cayuga,3,76,356,2936
5/23/2020,Cayuga,1,77,143,3079
5/24/2020,Cayuga,0,77,176,3255
5/25/2020,Cayuga,1,78,76,3331
5/26/2020,Cayuga,2,80,117,3448
5/27/2020,Cayuga,4,84,101,3549
5/28/2020,Cayuga,5,89,383,3932
5/29/2020,Cayuga,1,90,374,4306
5/30/2020,Cayuga,1,91,249,4555
5/31/2020,Cayuga,1,92,289,4844
6/1/2020,Cayuga,1,93,250,5094
6/2/2020,Cayuga,3,96,288,5382
6/3/2020,Cayuga,0,96,375,5757
6/4/2020,Cayuga,2,98,375,6132
6/5/2020,Cayuga,2,100,299,6431
6/6/2020,Cayuga,1,101,233,6664
6/7/2020,Cayuga,0,101,465,7129
6/8/2020,Cayuga,1,102,231,7360
6/9/2020,Cayuga,0,102,231,7591
6/10/2020,Cayuga,0,102,152,7743
6/11/2020,Cayuga,1,103,337,8080
6/12/2020,Cayuga,0,103,170,8250
6/13/2020,Cayuga,3,106,432,8682
6/14/2020,Cayuga,0,106,106,8788
6/15/2020,Cayuga,0,106,169,8957
6/16/2020,Cayuga,0,106,142,9099
6/17/2020,Cayuga,0,106,98,9197
6/18/2020,Cayuga,1,107,476,9673
6/19/2020,Cayuga,1,108,225,9898
6/20/2020,Cayuga,0,108,420,10318
6/21/2020,Cayuga,0,108,101,10419
6/22/2020,Cayuga,0,108,193,10612
6/23/2020,Cayuga,1,109,144,10756
6/24/2020,Cayuga,0,109,116,10872
6/25/2020,Cayuga,0,109,200,11072
6/26/2020,Cayuga,2,111,285,11357
6/27/2020,Cayuga,2,113,338,11695
6/28/2020,Cayuga,1,114,277,11972
6/29/2020,Cayuga,1,115,184,12156
6/30/2020,Cayuga,4,119,121,12277
7/1/2020,Cayuga,0,119,126,12403
7/2/2020,Cayuga,1,120,194,12597
7/3/2020,Cayuga,0,120,308,12905
7/4/2020,Cayuga,0,120,97,13002
7/5/2020,Cayuga,2,122,75,13077
7/6/2020,Cayuga,0,122,188,13265
7/7/2020,Cayuga,0,122,262,13527
7/8/2020,Cayuga,2,124,240,13767
7/9/2020,Cayuga,0,124,291,14058
7/10/2020,Cayuga,2,126,236,14294
7/11/2020,Cayuga,0,126,308,14602
7/12/2020,Cayuga,0,126,154,14756
7/13/2020,Cayuga,1,127,362,15118
7/14/2020,Cayuga,1,128,190,15308
3/2/2020,Chautauqua,0,0,0,0
3/3/2020,Chautauqua,0,0,0,0
3/4/2020,Chautauqua,0,0,0,0
3/5/2020,Chautauqua,0,0,0,0
3/6/2020,Chautauqua,0,0,0,0
3/7/2020,Chautauqua,0,0,0,0
3/8/2020,Chautauqua,0,0,0,0
3/9/2020,Chautauqua,0,0,0,0
3/10/2020,Chautauqua,0,0,0,0
3/11/2020,Chautauqua,0,0,0,0
3/12/2020,Chautauqua,0,0,1,1
3/13/2020,Chautauqua,0,0,1,2
3/14/2020,Chautauqua,0,0,0,2
3/15/2020,Chautauqua,0,0,1,3
3/16/2020,Chautauqua,0,0,0,3
3/17/2020,Chautauqua,0,0,0,3
3/18/2020,Chautauqua,0,0,3,6
3/19/2020,Chautauqua,0,0,1,7
3/20/2020,Chautauqua,0,0,2,9
3/21/2020,Chautauqua,0,0,4,13
3/22/2020,Chautauqua,0,0,12,25
3/23/2020,Chautauqua,0,0,4,29
3/24/2020,Chautauqua,1,1,3,32
3/25/2020,Chautauqua,0,1,4,36
3/26/2020,Chautauqua,0,1,20,56
3/27/2020,Chautauqua,4,5,19,75
3/28/2020,Chautauqua,0,5,20,95
3/29/2020,Chautauqua,0,5,3,98
3/30/2020,Chautauqua,1,6,9,107
3/31/2020,Chautauqua,0,6,9,116
4/1/2020,Chautauqua,2,8,8,124
4/2/2020,Chautauqua,1,9,15,139
4/3/2020,Chautauqua,1,10,20,159
4/4/2020,Chautauqua,1,11,28,187
4/5/2020,Chautauqua,4,15,50,237
4/6/2020,Chautauqua,1,16,37,274
4/7/2020,Chautauqua,1,17,6,280
4/8/2020,Chautauqua,1,18,32,312
4/9/2020,Chautauqua,2,20,54,366
4/10/2020,Chautauqua,1,21,67,433
4/11/2020,Chautauqua,1,22,39,472
4/12/2020,Chautauqua,1,23,25,497
4/13/2020,Chautauqua,0,23,8,505
4/14/2020,Chautauqua,1,24,19,524
4/15/2020,Chautauqua,0,24,29,553
4/16/2020,Chautauqua,1,25,32,585
4/17/2020,Chautauqua,0,25,22,607
4/18/2020,Chautauqua,0,25,20,627
4/19/2020,Chautauqua,0,25,9,636
4/20/2020,Chautauqua,0,25,3,639
4/21/2020,Chautauqua,1,26,26,665
4/22/2020,Chautauqua,0,26,38,703
4/23/2020,Chautauqua,1,27,74,777
4/24/2020,Chautauqua,0,27,97,874
4/25/2020,Chautauqua,2,29,56,930
4/26/2020,Chautauqua,1,30,101,1031
4/27/2020,Chautauqua,0,30,26,1057
4/28/2020,Chautauqua,1,31,64,1121
4/29/2020,Chautauqua,2,33,39,1160
4/30/2020,Chautauqua,2,35,47,1207
5/1/2020,Chautauqua,0,35,53,1260
5/2/2020,Chautauqua,1,36,18,1278
5/3/2020,Chautauqua,1,37,9,1287
5/4/2020,Chautauqua,0,37,54,1341
5/5/2020,Chautauqua,1,38,88,1429
5/6/2020,Chautauqua,2,40,80,1509
5/7/2020,Chautauqua,0,40,51,1560
5/8/2020,Chautauqua,0,40,97,1657
5/9/2020,Chautauqua,1,41,58,1715
5/10/2020,Chautauqua,0,41,27,1742
5/11/2020,Chautauqua,1,42,49,1791
5/12/2020,Chautauqua,1,43,125,1916
5/13/2020,Chautauqua,1,44,125,2041
5/14/2020,Chautauqua,1,45,139,2180
5/15/2020,Chautauqua,3,48,60,2240
5/16/2020,Chautauqua,0,48,91,2331
5/17/2020,Chautauqua,1,49,63,2394
5/18/2020,Chautauqua,0,49,98,2492
5/19/2020,Chautauqua,1,50,90,2582
5/20/2020,Chautauqua,8,58,273,2855
5/21/2020,Chautauqua,5,63,190,3045
5/22/2020,Chautauqua,9,72,217,3262
5/23/2020,Chautauqua,3,75,134,3396
5/24/2020,Chautauqua,0,75,38,3434
5/25/2020,Chautauqua,2,77,94,3528
5/26/2020,Chautauqua,1,78,145,3673
5/27/2020,Chautauqua,3,81,129,3802
5/28/2020,Chautauqua,1,82,637,4439
5/29/2020,Chautauqua,1,83,272,4711
5/30/2020,Chautauqua,1,84,637,5348
5/31/2020,Chautauqua,1,85,253,5601
6/1/2020,Chautauqua,1,86,184,5785
6/2/2020,Chautauqua,3,89,277,6062
6/3/2020,Chautauqua,6,95,604,6666
6/4/2020,Chautauqua,2,97,522,7188
6/5/2020,Chautauqua,2,99,364,7552
6/6/2020,Chautauqua,2,101,1131,8683
6/7/2020,Chautauqua,0,101,343,9026
6/8/2020,Chautauqua,2,103,250,9276
6/9/2020,Chautauqua,2,105,308,9584
6/10/2020,Chautauqua,1,106,778,10362
6/11/2020,Chautauqua,0,106,487,10849
6/12/2020,Chautauqua,0,106,370,11219
6/13/2020,Chautauqua,1,107,723,11942
6/14/2020,Chautauqua,0,107,261,12203
6/15/2020,Chautauqua,1,108,607,12810
6/16/2020,Chautauqua,0,108,439,13249
6/17/2020,Chautauqua,2,110,511,13760
6/18/2020,Chautauqua,2,112,407,14167
6/19/2020,Chautauqua,3,115,281,14448
6/20/2020,Chautauqua,1,116,511,14959
6/21/2020,Chautauqua,0,116,318,15277
6/22/2020,Chautauqua,0,116,393,15670
6/23/2020,Chautauqua,2,118,316,15986
6/24/2020,Chautauqua,3,121,332,16318
6/25/2020,Chautauqua,1,122,586,16904
6/26/2020,Chautauqua,1,123,207,17111
6/27/2020,Chautauqua,0,123,284,17395
6/28/2020,Chautauqua,0,123,372,17767
6/29/2020,Chautauqua,4,127,568,18335
6/30/2020,Chautauqua,0,127,492,18827
7/1/2020,Chautauqua,0,127,292,19119
7/2/2020,Chautauqua,2,129,227,19346
7/3/2020,Chautauqua,2,131,107,19453
7/4/2020,Chautauqua,1,132,287,19740
7/5/2020,Chautauqua,2,134,582,20322
7/6/2020,Chautauqua,1,135,428,20750
7/7/2020,Chautauqua,14,149,318,21068
7/8/2020,Chautauqua,3,152,193,21261
7/9/2020,Chautauqua,3,155,606,21867
7/10/2020,Chautauqua,15,170,352,22219
7/11/2020,Chautauqua,0,170,267,22486
7/12/2020,Chautauqua,1,171,192,22678
7/13/2020,Chautauqua,9,180,573,23251
7/14/2020,Chautauqua,6,186,479,23730
3/2/2020,Chemung,0,0,0,0
3/3/2020,Chemung,0,0,0,0
3/4/2020,Chemung,0,0,0,0
3/5/2020,Chemung,0,0,0,0
3/6/2020,Chemung,0,0,0,0
3/7/2020,Chemung,0,0,0,0
3/8/2020,Chemung,0,0,0,0
3/9/2020,Chemung,0,0,0,0
3/10/2020,Chemung,0,0,1,1
3/11/2020,Chemung,0,0,0,1
3/12/2020,Chemung,0,0,0,1
3/13/2020,Chemung,0,0,0,1
3/14/2020,Chemung,0,0,0,1
3/15/2020,Chemung,0,0,1,2
3/16/2020,Chemung,0,0,0,2
3/17/2020,Chemung,0,0,0,2
3/18/2020,Chemung,0,0,2,4
3/19/2020,Chemung,0,0,6,10
3/20/2020,Chemung,0,0,10,20
3/21/2020,Chemung,0,0,2,22
3/22/2020,Chemung,0,0,17,39
3/23/2020,Chemung,1,1,17,56
3/24/2020,Chemung,0,1,5,61
3/25/2020,Chemung,6,7,57,118
3/26/2020,Chemung,4,11,48,166
3/27/2020,Chemung,1,12,48,214
3/28/2020,Chemung,3,15,25,239
3/29/2020,Chemung,0,15,7,246
3/30/2020,Chemung,5,20,47,293
3/31/2020,Chemung,2,22,42,335
4/1/2020,Chemung,0,22,14,349
4/2/2020,Chemung,13,35,84,433
4/3/2020,Chemung,1,36,28,461
4/4/2020,Chemung,2,38,35,496
4/5/2020,Chemung,9,47,50,546
4/6/2020,Chemung,2,49,22,568
4/7/2020,Chemung,6,55,56,624
4/8/2020,Chemung,4,59,38,662
4/9/2020,Chemung,0,59,39,701
4/10/2020,Chemung,1,60,26,727
4/11/2020,Chemung,0,60,6,733
4/12/2020,Chemung,0,60,9,742
4/13/2020,Chemung,4,64,40,782
4/14/2020,Chemung,5,69,43,825
4/15/2020,Chemung,1,70,18,843
4/16/2020,Chemung,1,71,9,852
4/17/2020,Chemung,1,72,32,884
4/18/2020,Chemung,1,73,15,899
4/19/2020,Chemung,0,73,17,916
4/20/2020,Chemung,2,75,32,948
4/21/2020,Chemung,0,75,38,986
4/22/2020,Chemung,1,76,29,1015
4/23/2020,Chemung,3,79,39,1054
4/24/2020,Chemung,24,103,228,1282
4/25/2020,Chemung,3,106,17,1299
4/26/2020,Chemung,2,108,20,1319
4/27/2020,Chemung,5,113,64,1383
4/28/2020,Chemung,6,119,96,1479
4/29/2020,Chemung,3,122,84,1563
4/30/2020,Chemung,1,123,54,1617
5/1/2020,Chemung,1,124,36,1653
5/2/2020,Chemung,1,125,26,1679
5/3/2020,Chemung,1,126,244,1923
5/4/2020,Chemung,0,126,154,2077
5/5/2020,Chemung,2,128,143,2220
5/6/2020,Chemung,1,129,89,2309
5/7/2020,Chemung,1,130,46,2355
5/8/2020,Chemung,1,131,108,2463
5/9/2020,Chemung,0,131,125,2588
5/10/2020,Chemung,0,131,174,2762
5/11/2020,Chemung,0,131,68,2830
5/12/2020,Chemung,1,132,282,3112
5/13/2020,Chemung,0,132,312,3424
5/14/2020,Chemung,1,133,234,3658
5/15/2020,Chemung,1,134,240,3898
5/16/2020,Chemung,0,134,106,4004
5/17/2020,Chemung,0,134,68,4072
5/18/2020,Chemung,0,134,118,4190
5/19/2020,Chemung,0,134,113,4303
5/20/2020,Chemung,0,134,91,4394
5/21/2020,Chemung,1,135,141,4535
5/22/2020,Chemung,1,136,233,4768
5/23/2020,Chemung,0,136,215,4983
5/24/2020,Chemung,0,136,196,5179
5/25/2020,Chemung,0,136,96,5275
5/26/2020,Chemung,0,136,295,5570
5/27/2020,Chemung,0,136,63,5633
5/28/2020,Chemung,1,137,99,5732
5/29/2020,Chemung,0,137,451,6183
5/30/2020,Chemung,0,137,337,6520
5/31/2020,Chemung,0,137,73,6593
6/1/2020,Chemung,0,137,145,6738
6/2/2020,Chemung,0,137,247,6985
6/3/2020,Chemung,0,137,219,7204
6/4/2020,Chemung,0,137,114,7318
6/5/2020,Chemung,0,137,853,8171
6/6/2020,Chemung,0,137,263,8434
6/7/2020,Chemung,0,137,217,8651
6/8/2020,Chemung,1,138,544,9195
6/9/2020,Chemung,0,138,296,9491
6/10/2020,Chemung,0,138,437,9928
6/11/2020,Chemung,0,138,169,10097
6/12/2020,Chemung,0,138,380,10477
6/13/2020,Chemung,0,138,157,10634
6/14/2020,Chemung,0,138,106,10740
6/15/2020,Chemung,0,138,219,10959
6/16/2020,Chemung,0,138,325,11284
6/17/2020,Chemung,0,138,317,11601
6/18/2020,Chemung,1,139,372,11973
6/19/2020,Chemung,0,139,267,12240
6/20/2020,Chemung,0,139,108,12348
6/21/2020,Chemung,0,139,198,12546
6/22/2020,Chemung,0,139,237,12783
6/23/2020,Chemung,0,139,275,13058
6/24/2020,Chemung,0,139,306,13364
6/25/2020,Chemung,0,139,148,13512
6/26/2020,Chemung,0,139,340,13852
6/27/2020,Chemung,1,140,276,14128
6/28/2020,Chemung,0,140,231,14359
6/29/2020,Chemung,1,141,167,14526
6/30/2020,Chemung,3,144,278,14804
7/1/2020,Chemung,0,144,194,14998
7/2/2020,Chemung,1,145,205,15203
7/3/2020,Chemung,1,146,419,15622
7/4/2020,Chemung,0,146,257,15879
7/5/2020,Chemung,0,146,250,16129
7/6/2020,Chemung,1,147,244,16373
7/7/2020,Chemung,0,147,276,16649
7/8/2020,Chemung,1,148,179,16828
7/9/2020,Chemung,0,148,308,17136
7/10/2020,Chemung,0,148,268,17404
7/11/2020,Chemung,0,148,378,17782
7/12/2020,Chemung,0,148,190,17972
7/13/2020,Chemung,1,149,332,18304
7/14/2020,Chemung,2,151,464,18768
3/2/2020,Chenango,0,0,0,0
3/3/2020,Chenango,0,0,0,0
3/4/2020,Chenango,0,0,0,0
3/5/2020,Chenango,0,0,0,0
3/6/2020,Chenango,0,0,0,0
3/7/2020,Chenango,0,0,0,0
3/8/2020,Chenango,0,0,0,0
3/9/2020,Chenango,0,0,0,0
3/10/2020,Chenango,0,0,0,0
3/11/2020,Chenango,0,0,0,0
3/12/2020,Chenango,0,0,0,0
3/13/2020,Chenango,0,0,0,0
3/14/2020,Chenango,0,0,0,0
3/15/2020,Chenango,0,0,1,1
3/16/2020,Chenango,0,0,2,3
3/17/2020,Chenango,1,1,1,4
3/18/2020,Chenango,1,2,1,5
3/19/2020,Chenango,0,2,0,5
3/20/2020,Chenango,0,2,4,9
3/21/2020,Chenango,1,3,4,13
3/22/2020,Chenango,0,3,2,15
3/23/2020,Chenango,0,3,3,18
3/24/2020,Chenango,0,3,6,24
3/25/2020,Chenango,0,3,1,25
3/26/2020,Chenango,1,4,6,31
3/27/2020,Chenango,4,8,13,44
3/28/2020,Chenango,7,15,15,59
3/29/2020,Chenango,2,17,7,66
3/30/2020,Chenango,2,19,9,75
3/31/2020,Chenango,7,26,20,95
4/1/2020,Chenango,2,28,16,111
4/2/2020,Chenango,4,32,17,128
4/3/2020,Chenango,7,39,40,168
4/4/2020,Chenango,4,43,17,185
4/5/2020,Chenango,3,46,27,212
4/6/2020,Chenango,5,51,42,254
4/7/2020,Chenango,2,53,11,265
4/8/2020,Chenango,2,55,21,286
4/9/2020,Chenango,5,60,29,315
4/10/2020,Chenango,1,61,17,332
4/11/2020,Chenango,2,63,12,344
4/12/2020,Chenango,2,65,17,361
4/13/2020,Chenango,3,68,36,397
4/14/2020,Chenango,3,71,17,414
4/15/2020,Chenango,2,73,21,435
4/16/2020,Chenango,3,76,16,451
4/17/2020,Chenango,1,77,11,462
4/18/2020,Chenango,1,78,13,475
4/19/2020,Chenango,0,78,11,486
4/20/2020,Chenango,1,79,7,493
4/21/2020,Chenango,0,79,17,510
4/22/2020,Chenango,3,82,20,530
4/23/2020,Chenango,2,84,20,550
4/24/2020,Chenango,7,91,144,694
4/25/2020,Chenango,2,93,19,713
4/26/2020,Chenango,2,95,23,736
4/27/2020,Chenango,0,95,10,746
4/28/2020,Chenango,1,96,18,764
4/29/2020,Chenango,2,98,25,789
4/30/2020,Chenango,1,99,21,810
5/1/2020,Chenango,0,99,35,845
5/2/2020,Chenango,0,99,36,881
5/3/2020,Chenango,1,100,50,931
5/4/2020,Chenango,0,100,42,973
5/5/2020,Chenango,2,102,51,1024
5/6/2020,Chenango,3,105,50,1074
5/7/2020,Chenango,0,105,26,1100
5/8/2020,Chenango,4,109,181,1281
5/9/2020,Chenango,0,109,45,1326
5/10/2020,Chenango,2,111,107,1433
5/11/2020,Chenango,1,112,197,1630
5/12/2020,Chenango,0,112,83,1713
5/13/2020,Chenango,0,112,41,1754
5/14/2020,Chenango,1,113,45,1799
5/15/2020,Chenango,2,115,54,1853
5/16/2020,Chenango,2,117,50,1903
5/17/2020,Chenango,1,118,62,1965
5/18/2020,Chenango,0,118,67,2032
5/19/2020,Chenango,0,118,54,2086
5/20/2020,Chenango,0,118,150,2236
5/21/2020,Chenango,0,118,219,2455
5/22/2020,Chenango,0,118,143,2598
5/23/2020,Chenango,0,118,226,2824
5/24/2020,Chenango,1,119,217,3041
5/25/2020,Chenango,4,123,221,3262
5/26/2020,Chenango,2,125,122,3384
5/27/2020,Chenango,1,126,139,3523
5/28/2020,Chenango,4,130,168,3691
5/29/2020,Chenango,2,132,199,3890
5/30/2020,Chenango,1,133,404,4294
5/31/2020,Chenango,0,133,173,4467
6/1/2020,Chenango,0,133,190,4657
6/2/2020,Chenango,0,133,245,4902
6/3/2020,Chenango,0,133,193,5095
6/4/2020,Chenango,0,133,329,5424
6/5/2020,Chenango,0,133,252,5676
6/6/2020,Chenango,1,134,233,5909
6/7/2020,Chenango,1,135,313,6222
6/8/2020,Chenango,0,135,177,6399
6/9/2020,Chenango,2,137,234,6633
6/10/2020,Chenango,0,137,264,6897
6/11/2020,Chenango,1,138,273,7170
6/12/2020,Chenango,0,138,188,7358
6/13/2020,Chenango,0,138,219,7577
6/14/2020,Chenango,0,138,79,7656
6/15/2020,Chenango,1,139,213,7869
6/16/2020,Chenango,0,139,175,8044
6/17/2020,Chenango,0,139,281,8325
6/18/2020,Chenango,0,139,359,8684
6/19/2020,Chenango,0,139,169,8853
6/20/2020,Chenango,0,139,348,9201
6/21/2020,Chenango,1,140,134,9335
6/22/2020,Chenango,1,141,273,9608
6/23/2020,Chenango,1,142,83,9691
6/24/2020,Chenango,2,144,217,9908
6/25/2020,Chenango,1,145,300,10208
6/26/2020,Chenango,1,146,199,10407
