Test Date,County,New Positives,Cumulative Number of Positives,Total Number of Tests Performed,Cumulative Number of Tests Performed
4/16/2020,Niagara,11,227,56,1168
4/17/2020,Niagara,7,234,53,1221
4/18/2020,Niagara,12,246,69,1290
4/19/2020,Niagara,9,255,48,1338
4/20/2020,Niagara,5,260,53,1391
4/21/2020,Niagara,8,268,49,1440
4/22/2020,Niagara,27,295,195,1635
4/23/2020,Niagara,37,332,192,1827
4/24/2020,Niagara,12,344,107,1934
4/25/2020,Niagara,24,368,142,2076
4/26/2020,Niagara,10,378,95,2171
4/27/2020,Niagara,8,386,89,2260
4/28/2020,Niagara,15,401,130,2390
4/29/2020,Niagara,19,420,154,2544
4/30/2020,Niagara,20,440,239,2783
5/1/2020,Niagara,17,457,269,3052
5/2/2020,Niagara,17,474,184,3236
5/3/2020,Niagara,19,493,318,3554
5/4/2020,Niagara,15,508,198,3752
5/5/2020,Niagara,41,549,353,4105
5/6/2020,Niagara,39,588,282,4387
5/7/2020,Niagara,17,605,257,4644
5/8/2020,Niagara,22,627,273,4917
5/9/2020,Niagara,16,643,359,5276
5/10/2020,Niagara,12,655,176,5452
5/11/2020,Niagara,16,671,186,5638
5/12/2020,Niagara,19,690,343,5981
5/13/2020,Niagara,20,710,330,6311
5/14/2020,Niagara,33,743,530,6841
5/15/2020,Niagara,27,770,383,7224
5/16/2020,Niagara,22,792,421,7645
5/17/2020,Niagara,26,818,325,7970
5/18/2020,Niagara,27,845,271,8241
5/19/2020,Niagara,13,858,370,8611
5/20/2020,Niagara,22,880,540,9151
5/21/2020,Niagara,17,897,655,9806
5/22/2020,Niagara,30,927,501,10307
5/23/2020,Niagara,14,941,355,10662
5/24/2020,Niagara,14,955,501,11163
5/25/2020,Niagara,10,965,366,11529
5/26/2020,Niagara,7,972,247,11776
5/27/2020,Niagara,12,984,502,12278
5/28/2020,Niagara,24,1008,583,12861
5/29/2020,Niagara,12,1020,447,13308
5/30/2020,Niagara,17,1037,495,13803
5/31/2020,Niagara,9,1046,420,14223
6/1/2020,Niagara,2,1048,485,14708
6/2/2020,Niagara,19,1067,655,15363
6/3/2020,Niagara,18,1085,739,16102
6/4/2020,Niagara,14,1099,726,16828
6/5/2020,Niagara,10,1109,999,17827
6/6/2020,Niagara,3,1112,521,18348
6/7/2020,Niagara,4,1116,419,18767
6/8/2020,Niagara,9,1125,942,19709
6/9/2020,Niagara,4,1129,510,20219
6/10/2020,Niagara,7,1136,623,20842
6/11/2020,Niagara,7,1143,718,21560
6/12/2020,Niagara,11,1154,630,22190
6/13/2020,Niagara,12,1166,745,22935
6/14/2020,Niagara,3,1169,464,23399
6/15/2020,Niagara,2,1171,424,23823
6/16/2020,Niagara,6,1177,505,24328
6/17/2020,Niagara,6,1183,850,25178
6/18/2020,Niagara,2,1185,977,26155
6/19/2020,Niagara,3,1188,621,26776
6/20/2020,Niagara,4,1192,531,27307
6/21/2020,Niagara,1,1193,402,27709
6/22/2020,Niagara,2,1195,371,28080
6/23/2020,Niagara,4,1199,803,28883
6/24/2020,Niagara,4,1203,963,29846
6/25/2020,Niagara,10,1213,606,30452
6/26/2020,Niagara,10,1223,820,31272
6/27/2020,Niagara,3,1226,513,31785
6/28/2020,Niagara,2,1228,385,32170
6/29/2020,Niagara,6,1234,622,32792
6/30/2020,Niagara,3,1237,517,33309
7/1/2020,Niagara,11,1248,987,34296
7/2/2020,Niagara,14,1262,763,35059
7/3/2020,Niagara,15,1277,683,35742
7/4/2020,Niagara,7,1284,476,36218
7/5/2020,Niagara,6,1290,360,36578
7/6/2020,Niagara,7,1297,442,37020
7/7/2020,Niagara,10,1307,718,37738
7/8/2020,Niagara,8,1315,826,38564
7/9/2020,Niagara,12,1327,835,39399
7/10/2020,Niagara,7,1334,533,39932
7/11/2020,Niagara,6,1340,720,40652
7/12/2020,Niagara,2,1342,266,40918
7/13/2020,Niagara,9,1351,685,41603
7/14/2020,Niagara,5,1356,665,42268
3/2/2020,Oneida,0,0,0,0
3/3/2020,Oneida,0,0,0,0
3/4/2020,Oneida,0,0,2,2
3/5/2020,Oneida,0,0,0,2
3/6/2020,Oneida,0,0,0,2
3/7/2020,Oneida,0,0,0,2
3/8/2020,Oneida,0,0,0,2
3/9/2020,Oneida,0,0,0,2
3/10/2020,Oneida,0,0,0,2
3/11/2020,Oneida,0,0,1,3
3/12/2020,Oneida,0,0,1,4
3/13/2020,Oneida,0,0,1,5
3/14/2020,Oneida,0,0,1,6
3/15/2020,Oneida,0,0,3,9
3/16/2020,Oneida,0,0,1,10
3/17/2020,Oneida,0,0,4,14
3/18/2020,Oneida,2,2,14,28
3/19/2020,Oneida,0,2,7,35
3/20/2020,Oneida,2,4,59,94
3/21/2020,Oneida,1,5,30,124
3/22/2020,Oneida,2,7,36,160
3/23/2020,Oneida,1,8,24,184
3/24/2020,Oneida,1,9,48,232
3/25/2020,Oneida,4,13,22,254
3/26/2020,Oneida,0,13,41,295
3/27/2020,Oneida,10,23,43,338
3/28/2020,Oneida,3,26,26,364
3/29/2020,Oneida,8,34,26,390
3/30/2020,Oneida,6,40,57,447
3/31/2020,Oneida,10,50,58,505
4/1/2020,Oneida,11,61,82,587
4/2/2020,Oneida,10,71,77,664
4/3/2020,Oneida,9,80,58,722
4/4/2020,Oneida,7,87,55,777
4/5/2020,Oneida,13,100,87,864
4/6/2020,Oneida,18,118,90,954
4/7/2020,Oneida,7,125,59,1013
4/8/2020,Oneida,33,158,104,1117
4/9/2020,Oneida,14,172,85,1202
4/10/2020,Oneida,9,181,42,1244
4/11/2020,Oneida,14,195,83,1327
4/12/2020,Oneida,11,206,61,1388
4/13/2020,Oneida,23,229,100,1488
4/14/2020,Oneida,17,246,79,1567
4/15/2020,Oneida,3,249,32,1599
4/16/2020,Oneida,12,261,82,1681
4/17/2020,Oneida,7,268,85,1766
4/18/2020,Oneida,7,275,52,1818
4/19/2020,Oneida,4,279,75,1893
4/20/2020,Oneida,5,284,133,2026
4/21/2020,Oneida,17,301,117,2143
4/22/2020,Oneida,16,317,174,2317
4/23/2020,Oneida,6,323,67,2384
4/24/2020,Oneida,41,364,401,2785
4/25/2020,Oneida,20,384,112,2897
4/26/2020,Oneida,13,397,128,3025
4/27/2020,Oneida,14,411,132,3157
4/28/2020,Oneida,11,422,124,3281
4/29/2020,Oneida,17,439,145,3426
4/30/2020,Oneida,12,451,149,3575
5/1/2020,Oneida,23,474,185,3760
5/2/2020,Oneida,15,489,149,3909
5/3/2020,Oneida,61,550,241,4150
5/4/2020,Oneida,24,574,247,4397
5/5/2020,Oneida,5,579,234,4631
5/6/2020,Oneida,30,609,375,5006
5/7/2020,Oneida,11,620,323,5329
5/8/2020,Oneida,18,638,296,5625
5/9/2020,Oneida,22,660,329,5954
5/10/2020,Oneida,9,669,269,6223
5/11/2020,Oneida,7,676,161,6384
5/12/2020,Oneida,10,686,397,6781
5/13/2020,Oneida,12,698,376,7157
5/14/2020,Oneida,15,713,268,7425
5/15/2020,Oneida,38,751,342,7767
5/16/2020,Oneida,9,760,209,7976
5/17/2020,Oneida,12,772,318,8294
5/18/2020,Oneida,13,785,326,8620
5/19/2020,Oneida,17,802,775,9395
5/20/2020,Oneida,15,817,779,10174
5/21/2020,Oneida,11,828,815,10989
5/22/2020,Oneida,36,864,1305,12294
5/23/2020,Oneida,14,878,659,12953
5/24/2020,Oneida,27,905,930,13883
5/25/2020,Oneida,12,917,427,14310
5/26/2020,Oneida,12,929,488,14798
5/27/2020,Oneida,30,959,927,15725
5/28/2020,Oneida,29,988,1284,17009
5/29/2020,Oneida,18,1006,757,17766
5/30/2020,Oneida,21,1027,1108,18874
5/31/2020,Oneida,9,1036,677,19551
6/1/2020,Oneida,13,1049,613,20164
6/2/2020,Oneida,9,1058,1128,21292
6/3/2020,Oneida,11,1069,892,22184
6/4/2020,Oneida,8,1077,1050,23234
6/5/2020,Oneida,50,1127,1505,24739
6/6/2020,Oneida,16,1143,1276,26015
6/7/2020,Oneida,27,1170,1207,27222
6/8/2020,Oneida,15,1185,569,27791
6/9/2020,Oneida,18,1203,806,28597
6/10/2020,Oneida,13,1216,970,29567
6/11/2020,Oneida,21,1237,1900,31467
6/12/2020,Oneida,16,1253,1048,32515
6/13/2020,Oneida,20,1273,978,33493
6/14/2020,Oneida,7,1280,517,34010
6/15/2020,Oneida,21,1301,719,34729
6/16/2020,Oneida,6,1307,675,35404
6/17/2020,Oneida,25,1332,1218,36622
6/18/2020,Oneida,25,1357,1010,37632
6/19/2020,Oneida,21,1378,786,38418
6/20/2020,Oneida,15,1393,679,39097
6/21/2020,Oneida,23,1416,1126,40223
6/22/2020,Oneida,5,1421,558,40781
6/23/2020,Oneida,24,1445,802,41583
6/24/2020,Oneida,34,1479,1082,42665
6/25/2020,Oneida,41,1520,2025,44690
6/26/2020,Oneida,27,1547,664,45354
6/27/2020,Oneida,39,1586,926,46280
6/28/2020,Oneida,30,1616,748,47028
6/29/2020,Oneida,11,1627,626,47654
6/30/2020,Oneida,15,1642,746,48400
7/1/2020,Oneida,30,1672,1005,49405
7/2/2020,Oneida,36,1708,894,50299
7/3/2020,Oneida,17,1725,855,51154
7/4/2020,Oneida,17,1742,790,51944
7/5/2020,Oneida,7,1749,544,52488
7/6/2020,Oneida,11,1760,593,53081
7/7/2020,Oneida,16,1776,1015,54096
7/8/2020,Oneida,15,1791,1323,55419
7/9/2020,Oneida,15,1806,1226,56645
7/10/2020,Oneida,12,1818,1388,58033
7/11/2020,Oneida,5,1823,635,58668
7/12/2020,Oneida,7,1830,559,59227
7/13/2020,Oneida,17,1847,947,60174
7/14/2020,Oneida,13,1860,862,61036
3/2/2020,Onondaga,0,0,0,0
3/3/2020,Onondaga,0,0,0,0
3/4/2020,Onondaga,0,0,0,0
3/5/2020,Onondaga,0,0,0,0
3/6/2020,Onondaga,0,0,0,0
3/7/2020,Onondaga,0,0,0,0
3/8/2020,Onondaga,0,0,0,0
3/9/2020,Onondaga,0,0,1,1
3/10/2020,Onondaga,0,0,0,1
3/11/2020,Onondaga,0,0,3,4
3/12/2020,Onondaga,0,0,1,5
3/13/2020,Onondaga,0,0,9,14
3/14/2020,Onondaga,0,0,18,32
3/15/2020,Onondaga,1,1,27,59
3/16/2020,Onondaga,1,2,55,114
3/17/2020,Onondaga,0,2,15,129
3/18/2020,Onondaga,3,5,98,227
3/19/2020,Onondaga,3,8,60,287
3/20/2020,Onondaga,9,17,133,420
3/21/2020,Onondaga,12,29,157,577
3/22/2020,Onondaga,23,52,538,1115
3/23/2020,Onondaga,8,60,129,1244
3/24/2020,Onondaga,5,65,124,1368
3/25/2020,Onondaga,18,83,266,1634
3/26/2020,Onondaga,32,115,444,2078
3/27/2020,Onondaga,14,129,352,2430
3/28/2020,Onondaga,23,152,487,2917
3/29/2020,Onondaga,28,180,206,3123
3/30/2020,Onondaga,14,194,139,3262
3/31/2020,Onondaga,23,217,163,3425
4/1/2020,Onondaga,17,234,191,3616
4/2/2020,Onondaga,18,252,195,3811
4/3/2020,Onondaga,10,262,221,4032
4/4/2020,Onondaga,6,268,131,4163
4/5/2020,Onondaga,3,271,89,4252
4/6/2020,Onondaga,64,335,689,4941
4/7/2020,Onondaga,12,347,126,5067
4/8/2020,Onondaga,11,358,245,5312
4/9/2020,Onondaga,11,369,148,5460
4/10/2020,Onondaga,11,380,116,5576
4/11/2020,Onondaga,17,397,169,5745
4/12/2020,Onondaga,19,416,142,5887
4/13/2020,Onondaga,15,431,120,6007
4/14/2020,Onondaga,18,449,219,6226
4/15/2020,Onondaga,13,462,134,6360
4/16/2020,Onondaga,21,483,181,6541
4/17/2020,Onondaga,9,492,152,6693
4/18/2020,Onondaga,6,498,118,6811
4/19/2020,Onondaga,11,509,113,6924
4/20/2020,Onondaga,5,514,101,7025
4/21/2020,Onondaga,12,526,152,7177
4/22/2020,Onondaga,74,600,705,7882
4/23/2020,Onondaga,39,639,722,8604
4/24/2020,Onondaga,25,664,530,9134
4/25/2020,Onondaga,28,692,280,9414
4/26/2020,Onondaga,34,726,256,9670
4/27/2020,Onondaga,16,742,268,9938
4/28/2020,Onondaga,40,782,386,10324
4/29/2020,Onondaga,50,832,343,10667
4/30/2020,Onondaga,28,860,334,11001
5/1/2020,Onondaga,43,903,433,11434
5/2/2020,Onondaga,49,952,593,12027
5/3/2020,Onondaga,19,971,436,12463
5/4/2020,Onondaga,31,1002,176,12639
5/5/2020,Onondaga,54,1056,731,13370
5/6/2020,Onondaga,59,1115,534,13904
5/7/2020,Onondaga,54,1169,407,14311
5/8/2020,Onondaga,49,1218,464,14775
5/9/2020,Onondaga,47,1265,507,15282
5/10/2020,Onondaga,22,1287,240,15522
5/11/2020,Onondaga,21,1308,329,15851
5/12/2020,Onondaga,87,1395,1066,16917
5/13/2020,Onondaga,28,1423,683,17600
5/14/2020,Onondaga,17,1440,385,17985
5/15/2020,Onondaga,29,1469,1088,19073
5/16/2020,Onondaga,32,1501,648,19721
5/17/2020,Onondaga,19,1520,483,20204
5/18/2020,Onondaga,145,1665,1578,21782
5/19/2020,Onondaga,53,1718,1844,23626
5/20/2020,Onondaga,53,1771,1137,24763
5/21/2020,Onondaga,57,1828,1344,26107
5/22/2020,Onondaga,76,1904,2502,28609
5/23/2020,Onondaga,49,1953,1352,29961
5/24/2020,Onondaga,28,1981,1175,31136
5/25/2020,Onondaga,31,2012,1129,32265
5/26/2020,Onondaga,21,2033,676,32941
5/27/2020,Onondaga,21,2054,817,33758
5/28/2020,Onondaga,38,2092,1731,35489
5/29/2020,Onondaga,41,2133,2101,37590
5/30/2020,Onondaga,37,2170,1829,39419
5/31/2020,Onondaga,27,2197,1074,40493
6/1/2020,Onondaga,31,2228,1035,41528
6/2/2020,Onondaga,28,2256,1522,43050
6/3/2020,Onondaga,39,2295,2189,45239
6/4/2020,Onondaga,34,2329,1601,46840
6/5/2020,Onondaga,46,2375,2186,49026
6/6/2020,Onondaga,17,2392,1345,50371
6/7/2020,Onondaga,16,2408,2040,52411
6/8/2020,Onondaga,19,2427,1004,53415
6/9/2020,Onondaga,6,2433,2197,55612
6/10/2020,Onondaga,21,2454,1222,56834
6/11/2020,Onondaga,20,2474,2072,58906
6/12/2020,Onondaga,24,2498,1498,60404
6/13/2020,Onondaga,21,2519,2756,63160
6/14/2020,Onondaga,12,2531,847,64007
6/15/2020,Onondaga,14,2545,1345,65352
6/16/2020,Onondaga,13,2558,870,66222
6/17/2020,Onondaga,57,2615,1440,67662
6/18/2020,Onondaga,19,2634,1694,69356
6/19/2020,Onondaga,10,2644,1270,70626
6/20/2020,Onondaga,22,2666,2328,72954
6/21/2020,Onondaga,9,2675,954,73908
6/22/2020,Onondaga,27,2702,1060,74968
6/23/2020,Onondaga,32,2734,1234,76202
6/24/2020,Onondaga,17,2751,1183,77385
6/25/2020,Onondaga,31,2782,1402,78787
6/26/2020,Onondaga,9,2791,1517,80304
6/27/2020,Onondaga,25,2816,1721,82025
6/28/2020,Onondaga,6,2822,1257,83282
6/29/2020,Onondaga,20,2842,1288,84570
6/30/2020,Onondaga,21,2863,1368,85938
7/1/2020,Onondaga,34,2897,1909,87847
7/2/2020,Onondaga,12,2909,968,88815
7/3/2020,Onondaga,19,2928,843,89658
7/4/2020,Onondaga,21,2949,856,90514
7/5/2020,Onondaga,14,2963,651,91165
7/6/2020,Onondaga,34,2997,1455,92620
7/7/2020,Onondaga,32,3029,1911,94531
7/8/2020,Onondaga,21,3050,2070,96601
7/9/2020,Onondaga,28,3078,1155,97756
7/10/2020,Onondaga,22,3100,1161,98917
7/11/2020,Onondaga,24,3124,1344,100261
7/12/2020,Onondaga,18,3142,1288,101549
7/13/2020,Onondaga,37,3179,2118,103667
7/14/2020,Onondaga,24,3203,1227,104894
3/2/2020,Ontario,0,0,0,0
3/3/2020,Ontario,0,0,0,0
3/4/2020,Ontario,0,0,0,0
3/5/2020,Ontario,0,0,0,0
3/6/2020,Ontario,0,0,0,0
3/7/2020,Ontario,0,0,0,0
3/8/2020,Ontario,0,0,0,0
3/9/2020,Ontario,0,0,0,0
3/10/2020,Ontario,0,0,0,0
3/11/2020,Ontario,0,0,0,0
3/12/2020,Ontario,0,0,2,2
3/13/2020,Ontario,0,0,4,6
3/14/2020,Ontario,0,0,3,9
3/15/2020,Ontario,1,1,5,14
3/16/2020,Ontario,0,1,1,15
3/17/2020,Ontario,0,1,3,18
3/18/2020,Ontario,0,1,8,26
3/19/2020,Ontario,2,3,15,41
3/20/2020,Ontario,1,4,25,66
3/21/2020,Ontario,2,6,25,91
3/22/2020,Ontario,0,6,5,96
3/23/2020,Ontario,1,7,13,109
3/24/2020,Ontario,2,9,19,128
3/25/2020,Ontario,2,11,21,149
3/26/2020,Ontario,3,14,29,178
3/27/2020,Ontario,2,16,34,212
3/28/2020,Ontario,2,18,26,238
3/29/2020,Ontario,2,20,16,254
3/30/2020,Ontario,2,22,26,280
3/31/2020,Ontario,2,24,37,317
4/1/2020,Ontario,2,26,29,346
4/2/2020,Ontario,2,28,29,375
4/3/2020,Ontario,3,31,36,411
4/4/2020,Ontario,1,32,33,444
4/5/2020,Ontario,0,32,26,470
4/6/2020,Ontario,1,33,32,502
4/7/2020,Ontario,6,39,50,552
4/8/2020,Ontario,4,43,38,590
4/9/2020,Ontario,8,51,50,640
4/10/2020,Ontario,5,56,39,679
4/11/2020,Ontario,1,57,27,706
4/12/2020,Ontario,0,57,12,718
4/13/2020,Ontario,4,61,48,766
4/14/2020,Ontario,1,62,25,791
4/15/2020,Ontario,3,65,31,822
4/16/2020,Ontario,2,67,34,856
4/17/2020,Ontario,2,69,33,889
4/18/2020,Ontario,1,70,24,913
4/19/2020,Ontario,1,71,20,933
4/20/2020,Ontario,1,72,43,976
4/21/2020,Ontario,1,73,66,1042
4/22/2020,Ontario,0,73,31,1073
4/23/2020,Ontario,0,73,37,1110
4/24/2020,Ontario,9,82,239,1349
4/25/2020,Ontario,2,84,34,1383
4/26/2020,Ontario,2,86,40,1423
4/27/2020,Ontario,4,90,50,1473
4/28/2020,Ontario,0,90,60,1533
4/29/2020,Ontario,0,90,78,1611
4/30/2020,Ontario,1,91,91,1702
5/1/2020,Ontario,1,92,62,1764
5/2/2020,Ontario,3,95,90,1854
5/3/2020,Ontario,1,96,81,1935
5/4/2020,Ontario,1,97,86,2021
5/5/2020,Ontario,2,99,105,2126
5/6/2020,Ontario,2,101,121,2247
5/7/2020,Ontario,3,104,108,2355
5/8/2020,Ontario,0,104,69,2424
5/9/2020,Ontario,2,106,109,2533
5/10/2020,Ontario,1,107,92,2625
5/11/2020,Ontario,0,107,74,2699
5/12/2020,Ontario,2,109,140,2839
5/13/2020,Ontario,20,129,334,3173
5/14/2020,Ontario,4,133,135,3308
5/15/2020,Ontario,6,139,136,3444
5/16/2020,Ontario,7,146,160,3604
5/17/2020,Ontario,2,148,96,3700
5/18/2020,Ontario,4,152,157,3857
5/19/2020,Ontario,18,170,351,4208
5/20/2020,Ontario,6,176,264,4472
5/21/2020,Ontario,4,180,191,4663
5/22/2020,Ontario,2,182,125,4788
5/23/2020,Ontario,2,184,201,4989
5/24/2020,Ontario,1,185,99,5088
5/25/2020,Ontario,10,195,218,5306
5/26/2020,Ontario,3,198,182,5488
5/27/2020,Ontario,3,201,246,5734
5/28/2020,Ontario,4,205,209,5943
5/29/2020,Ontario,1,206,126,6069
5/30/2020,Ontario,1,207,328,6397
5/31/2020,Ontario,1,208,188,6585
6/1/2020,Ontario,1,209,206,6791
6/2/2020,Ontario,6,215,485,7276
6/3/2020,Ontario,3,218,421,7697
6/4/2020,Ontario,1,219,379,8076
6/5/2020,Ontario,1,220,505,8581
6/6/2020,Ontario,1,221,236,8817
6/7/2020,Ontario,0,221,293,9110
6/8/2020,Ontario,1,222,238,9348
6/9/2020,Ontario,0,222,403,9751
6/10/2020,Ontario,7,229,520,10271
6/11/2020,Ontario,1,230,392,10663
6/12/2020,Ontario,0,230,337,11000
6/13/2020,Ontario,3,233,420,11420
6/14/2020,Ontario,0,233,240,11660
6/15/2020,Ontario,1,234,338,11998
6/16/2020,Ontario,0,234,319,12317
6/17/2020,Ontario,1,235,214,12531
6/18/2020,Ontario,4,239,327,12858
6/19/2020,Ontario,0,239,354,13212
6/20/2020,Ontario,1,240,271,13483
6/21/2020,Ontario,2,242,271,13754
6/22/2020,Ontario,0,242,207,13961
6/23/2020,Ontario,4,246,293,14254
6/24/2020,Ontario,2,248,261,14515
6/25/2020,Ontario,4,252,285,14800
6/26/2020,Ontario,2,254,408,15208
6/27/2020,Ontario,2,256,226,15434
6/28/2020,Ontario,1,257,302,15736
6/29/2020,Ontario,2,259,252,15988
6/30/2020,Ontario,6,265,268,16256
7/1/2020,Ontario,3,268,288,16544
7/2/2020,Ontario,7,275,301,16845
7/3/2020,Ontario,3,278,385,17230
7/4/2020,Ontario,2,280,241,17471
7/5/2020,Ontario,2,282,223,17694
7/6/2020,Ontario,1,283,406,18100
7/7/2020,Ontario,3,286,321,18421
7/8/2020,Ontario,4,290,370,18791
7/9/2020,Ontario,3,293,296,19087
7/10/2020,Ontario,3,296,474,19561
7/11/2020,Ontario,4,300,324,19885
7/12/2020,Ontario,2,302,241,20126
7/13/2020,Ontario,5,307,359,20485
7/14/2020,Ontario,5,312,386,20871
3/2/2020,Orange,0,0,0,0
3/3/2020,Orange,0,0,0,0
3/4/2020,Orange,0,0,0,0
3/5/2020,Orange,0,0,0,0
3/6/2020,Orange,0,0,0,0
3/7/2020,Orange,0,0,0,0
3/8/2020,Orange,0,0,0,0
3/9/2020,Orange,0,0,1,1
3/10/2020,Orange,0,0,0,1
3/11/2020,Orange,1,1,4,5
3/12/2020,Orange,0,1,12,17
3/13/2020,Orange,5,6,22,39
3/14/2020,Orange,0,6,12,51
3/15/2020,Orange,5,11,36,87
3/16/2020,Orange,4,15,36,123
3/17/2020,Orange,17,32,83,206
3/18/2020,Orange,19,51,94,300
3/19/2020,Orange,33,84,180,480
3/20/2020,Orange,79,163,377,857
3/21/2020,Orange,84,247,393,1250
3/22/2020,Orange,142,389,472,1722
3/23/2020,Orange,109,498,340,2062
3/24/2020,Orange,140,638,298,2360
3/25/2020,Orange,113,751,322,2682
3/26/2020,Orange,160,911,394,3076
3/27/2020,Orange,190,1101,498,3574
3/28/2020,Orange,146,1247,373,3947
3/29/2020,Orange,188,1435,394,4341
3/30/2020,Orange,121,1556,306,4647
3/31/2020,Orange,200,1756,477,5124
4/1/2020,Orange,237,1993,628,5752
4/2/2020,Orange,404,2397,1114,6866
4/3/2020,Orange,344,2741,1046,7912
4/4/2020,Orange,361,3102,1077,8989
4/5/2020,Orange,295,3397,827,9816
4/6/2020,Orange,202,3599,604,10420
4/7/2020,Orange,266,3865,711,11131
4/8/2020,Orange,225,4090,578,11709
4/9/2020,Orange,442,4532,1335,13044
4/10/2020,Orange,315,4847,879,13923
4/11/2020,Orange,180,5027,563,14486
4/12/2020,Orange,155,5182,492,14978
4/13/2020,Orange,396,5578,1161,16139
4/14/2020,Orange,138,5716,341,16480
4/15/2020,Orange,172,5888,521,17001
4/16/2020,Orange,196,6084,512,17513
4/17/2020,Orange,182,6266,575,18088
4/18/2020,Orange,113,6379,411,18499
4/19/2020,Orange,103,6482,278,18777
4/20/2020,Orange,79,6561,298,19075
4/21/2020,Orange,129,6690,430,19505
4/22/2020,Orange,126,6816,399,19904
4/23/2020,Orange,339,7155,1213,21117
4/24/2020,Orange,818,7973,2748,23865
4/25/2020,Orange,133,8106,643,24508
4/26/2020,Orange,132,8238,587,25095
4/27/2020,Orange,136,8374,645,25740
4/28/2020,Orange,114,8488,602,26342
4/29/2020,Orange,162,8650,880,27222
4/30/2020,Orange,101,8751,787,28009
5/1/2020,Orange,159,8910,839,28848
5/2/2020,Orange,57,8967,510,29358
5/3/2020,Orange,48,9015,421,29779
5/4/2020,Orange,129,9144,869,30648
5/5/2020,Orange,71,9215,509,31157
5/6/2020,Orange,113,9328,1181,32338
5/7/2020,Orange,74,9402,842,33180
5/8/2020,Orange,84,9486,690,33870
5/9/2020,Orange,57,9543,535,34405
5/10/2020,Orange,41,9584,402,34807
5/11/2020,Orange,48,9632,516,35323
5/12/2020,Orange,61,9693,614,35937
5/13/2020,Orange,78,9771,939,36876
5/14/2020,Orange,54,9825,766,37642
5/15/2020,Orange,54,9879,715,38357
5/16/2020,Orange,64,9943,662,39019
5/17/2020,Orange,22,9965,367,39386
5/18/2020,Orange,23,9988,362,39748
5/19/2020,Orange,55,10043,819,40567
5/20/2020,Orange,49,10092,919,41486
5/21/2020,Orange,50,10142,753,42239
5/22/2020,Orange,55,10197,764,43003
5/23/2020,Orange,28,10225,638,43641
5/24/2020,Orange,19,10244,478,44119
5/25/2020,Orange,33,10277,617,44736
5/26/2020,Orange,15,10292,528,45264
5/27/2020,Orange,33,10325,1013,46277
5/28/2020,Orange,36,10361,868,47145
5/29/2020,Orange,28,10389,776,47921
5/30/2020,Orange,17,10406,683,48604
